Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Wwe,Music Venue,40.755103,-73.971734,Beekman,10017
Freerice,Arts and Entertainment,40.751367,-73.968225,Beekman,10017
Future Of Work,Public Art,40.753813,-73.969543,Beekman,10017
Ny Love Psychic Zendaya,Psychics and Astrologers,40.753715,-73.965172,Beekman,10022
Stageplays Theatre Co.,Music Venue,40.754097,-73.97104,Beekman,10017
Psychic Studio,Psychics and Astrologers,40.753489,-73.971584,Beekman,10017
Lauren Stanley Decorative-Fine,Arts and Entertainment,40.755312,-73.967985,Beekman,10022
Vallarino Fine Art,Art Gallery,40.754637,-73.970443,Beekman,10017
Nessa,Music Venue,40.755533,-73.967819,Beekman,10022
Psychic Readings By Sharon,Psychics and Astrologers,40.752589,-73.972371,Beekman,10017
Midtown Psychic,Psychics and Astrologers,40.755562,-73.968738,Beekman,10022
Summit of Manhattan,Public Art,40.751305,-73.972547,East Side,10017
Munroe Design Group,Art Gallery,40.752265,-73.972934,East Side,10017
Common Sense Products,Music Venue,40.755053,-73.971601,Beekman,10017
Wang Building Murals New York,Public Art,40.755103,-73.971734,Beekman,10017
Big Apple Events,Amusement Park,40.752467,-73.973466,East Side,10017
Psychic Readings by Donna,Psychics and Astrologers,40.751062,-73.971533,East Side,10017
Draper's Capers Media Theatre,Theater,40.750134,-73.973943,East Side,10017
Romanian Cultural Institute,History Museum,40.747922,-73.975953,East Side,10016
Dalmatian and Taxi Sculpture,Public Art,40.743364,-73.972893,East Side,10016
Spot The Dog,Public Art,40.743146,-73.972972,East Side,10016
Pix11,Arts and Entertainment,40.750249,-73.973685,East Side,10017
chashama Gallery,Art Gallery,40.750393,-73.974346,East Side,10017
William Xavier,Art Gallery,40.748166,-73.970896,East Side,10017
Lion Heart Autographs,Art Gallery,40.746668,-73.972907,East Side,10016
Farago Art,Art Gallery,40.748832,-73.972189,East Side,10017
The Heliport at 34th Street,Concert Hall,40.743589,-73.972553,East Side,10016
Om from India,Art Gallery,40.745637,-73.97665,East Side,10016
Anita Grien Rep Artists,Museum,40.748554,-73.976502,East Side,10016
Red Fern Theatre Co.,Music Venue,40.748169,-73.976793,East Side,10016
The Theater at the 14th Street Y,Indie Theater,40.729167,-73.979239,Alphabet City,10003
Gil Scott-Heron Mural,Public Art,40.727396,-73.9769,Alphabet City,10009
Banana Split Entertainment,Pool Hall,40.730136,-73.974973,East Village,10009
Ken Gross Orchestras,Music Venue,40.733826,-73.976495,Midtown,10010
African American Jazz Caucus,Museum,40.731504,-73.978588,Midtown,10009
Mercy Sound Recording Studios NYC,Arts and Entertainment,40.729095,-73.977926,Alphabet City,10009
Yoav Brener,Art Gallery,40.730743,-73.97882,Midtown,10009
DJ Lessons & Music Healing,Arts and Entertainment,40.729023,-73.978578,Alphabet City,10009
Fotografiska,Arts and Entertainment,40.739215,-73.986706,Chelsea,10010
National Arts Club,Art Gallery,40.737708,-73.986559,Downtown,10003
Center for Jewish History,History Museum,40.737895,-73.993597,Chelsea,10011
The Players,Music Venue,40.737708,-73.986559,Downtown,10003
Society Billiards + Bar,Pool Hall,40.73988,-73.99005,Chelsea,10010
Irish Repertory Theatre,Music Venue,40.742617,-73.994569,Chelsea,10011
Gibney Dance,Arts and Entertainment,40.738538,-73.989779,Chelsea,10003
American Ballet Theatre,Concert Hall,40.738759,-73.989613,Chelsea,10003
Gramercy Theatre,Music Venue,40.739906,-73.985073,Flatiron,10010
The FRIENDS Experience,Exhibit,40.739468,-73.985318,Chelsea,10010
SeatGeek,Ticket Seller,40.739245,-73.989589,Chelsea,10010
Parabolic,Performing Arts Venue,40.740585,-73.991912,Chelsea,10010
The Actor's Company Theatre,Concert Hall,40.738974,-73.989622,Chelsea,10003
Westbeth Entertainment,Music Venue,40.741063,-73.990184,Chelsea,10010
Limebeat Productions,Arts and Entertainment,40.741499,-73.990027,Chelsea,10010
Center Stage,Arts and Entertainment,40.740987,-73.992976,Chelsea,10010
4 Kids Productions,Museum,40.742436,-73.991286,Chelsea,10010
Duracell Powermat Power House,Arts and Entertainment,40.743022,-73.989563,Chelsea,10010
Marquis de Lafayette Statue,Public Art,40.735722,-73.990193,Downtown,10003
Manhattan Penthouse on Fifth Avenue,Music Venue,40.735946,-73.99387,Downtown,10011
Broadway Billiard Cafe,Bowling Alley,40.73988,-73.99005,Chelsea,10010
Paradise Escorts,Strip Club,40.73975,-73.988866,Chelsea,10010
Spiegelworld,Theater,40.741298,-73.99146,Chelsea,10010
Latin Mondays at TAJ,Concert Hall,40.741047,-73.99276,Chelsea,10010
Aura & Chakra Cleansing Boutique,Psychics and Astrologers,40.739168,-73.98845,Chelsea,10010
Hunkamania Male Strippers NYC,Night Club,40.741426,-73.992731,Chelsea,10010
Comedy Spillage,Comedy Club,40.741143,-73.993201,Chelsea,10010
Studio XXI,Night Club,40.741469,-73.993126,Chelsea,10010
The Limelight,Night Club,40.741127,-73.993811,Chelsea,10010
Bernice Kramer Sokol Artist,Arts and Entertainment,40.736951,-73.990634,Downtown,10003
Ara Lounge,Arts and Entertainment,40.736781,-73.990933,Downtown,10003
Bowlmor Times Square,Bowling Alley,40.736849,-73.988403,Downtown,10003
Art Capital Group,Art Gallery,40.743017,-73.989737,Chelsea,10010
Actor Fest NYC,Arts and Entertainment,40.740643,-73.995714,Chelsea,10011
Julie Strong - Creative Theta,Psychics and Astrologers,40.74346,-73.989318,Chelsea,10010
iEvents.com,Ticket Seller,40.735695,-73.989187,Downtown,10003
Spirit Radical,Psychics and Astrologers,40.743678,-73.989239,Flatiron,10010
Scott Pask Design,Music Venue,40.735466,-73.991667,Downtown,10003
Julie Saul Projects,Art Gallery,40.743733,-73.989197,Flatiron,10010
Echowave,Arts and Entertainment,40.740067,-73.985123,Flatiron,10010
The Village Sound,Music Venue,40.738498,-73.98528,East Village,10010
PJ Horgan's,Arts and Entertainment,40.746093,-73.91509,Dutch Kills,11377
Sanger Hall,Music Venue,40.746134,-73.915572,Dutch Kills,11104
The Globe Tavern,Pool Hall,40.746045,-73.91487,Dutch Kills,11377
Spin City,Pool Hall,40.744155,-73.914929,Dutch Kills,11377
Skillman Ave,Arts and Entertainment,40.748824,-73.919953,Dutch Kills,11104
Michelle's Internet Cafe,Internet Cafe,40.741471,-73.917878,Dutch Kills,11377
Unity Stage,Arts and Entertainment,40.746517,-73.919473,Dutch Kills,11104
Tequila Y Mezcal Night Club,Night Club,40.747526,-73.918026,Dutch Kills,11104
SunnysideArtists,Arts and Entertainment,40.742904,-73.91938,Dutch Kills,11104
Art Deco Unique,Arts and Entertainment,40.746951,-73.92342,Dutch Kills,11104
Silvercup East,Movie Theater,40.737177,-73.93517,Blissville,11101
Christie's Redstone,Art Gallery,40.741475,-73.932601,Dutch Kills,11101
Academic,Art Gallery,40.741001,-73.930138,Dutch Kills,11101
Maquette Fine Art Service,Art Gallery,40.740461,-73.932169,Dutch Kills,11101
Qbo Media & Studios,Arts and Entertainment,40.740502,-73.934704,Dutch Kills,11101
Bargemusic,Concert Hall,40.703131,-73.994673,Brooklyn Heights,11201
Jane's Carousel,Amusement Park,40.703159,-73.991663,Brooklyn Heights,11201
Smack Mellon,Art Gallery,40.703749,-73.989767,Brooklyn Heights,11201
Brooklyn Historical Society DUMBO,History Museum,40.70364,-73.991813,Brooklyn Heights,11201
Minus Space,Art Gallery,40.703391,-73.991062,Brooklyn Heights,11201
Natchie,Art Gallery,40.703587,-73.991767,Brooklyn Heights,11201
Old Tobacco Warehouse,Arts and Entertainment,40.703515,-73.992894,Brooklyn Heights,11201
Bac Gallery,Art Gallery,40.702688,-73.993128,Brooklyn Heights,11201
Metropolitan Opera in the Park,Arts and Entertainment,40.70187,-73.997416,Brooklyn Heights,11201
Brooklyn Arts Council,Art Gallery,40.702441,-73.99229,Brooklyn Heights,11201
Klompching Gallery,Art Gallery,40.703499,-73.991066,Brooklyn Heights,11201
Stable Building Galleries,Art Gallery,40.703391,-73.991062,Brooklyn Heights,11201
Land Gallery,Art Gallery,40.702689,-73.991078,Brooklyn Heights,11201
Brooklyn Magazine,Arts and Entertainment,40.702763,-73.990339,Brooklyn Heights,11201
Dumbo Arts Center,Art Gallery,40.703534,-73.989758,Brooklyn Heights,11201
Cbfreeman Studio,Art Gallery,40.702348,-73.993726,Brooklyn Heights,11201
Adhesive Theater Project CNTCT,Theater,40.703712,-73.993125,Brooklyn Heights,11201
Tobacco Warehouse,Arts and Entertainment,40.703609,-73.992946,Brooklyn Heights,11201
Hell House,Music Venue,40.703149,-73.992012,Brooklyn Heights,11201
"Janes Carousel, Brooklyn Bridge Park",Amusement Park,40.704229,-73.991887,Brooklyn Heights,11201
Bric Arts Media Bklyn,Art Gallery,40.702814,-73.990472,Brooklyn Heights,11201
Beat The Bomb,Escape Room,40.703209,-73.983855,Fulton Ferry,11201
Vrbar,Arcade,40.702762,-73.986412,Dumbo,11201
St Ann's Warehouse,Music Venue,40.704007,-73.986242,Dumbo,11201
GK ArtsCenter,Performing Arts Venue,40.703952,-73.986284,Dumbo,11201
Jen Lewin Studio,Art Gallery,40.702784,-73.981613,Fulton Ferry,11201
Gallery Gaia,Art Gallery,40.702369,-73.980986,Fulton Ferry,11201
New York Endowment For The Arts,Arts and Entertainment,40.704684,-73.98112,Fulton Ferry,11201
Hello Again Brooklyn,Art Gallery,40.702718,-73.984054,Dumbo,11201
Rorschach,Exhibit,40.703377,-73.985607,Dumbo,11201
White Circle Foundation DUMBO,Art Gallery,40.704117,-73.986159,Dumbo,11201
Music-Theatre Group,Music Venue,40.704263,-73.986732,Dumbo,11201
Jay Street Arts Building,Art Gallery,40.703411,-73.98635,Dumbo,11201
Triangle Arts Association Limited,Art Gallery,40.704098,-73.986857,Dumbo,11201
Colt Coeur Theater Company,Theater,40.704318,-73.986691,Dumbo,11201
Film At 11,Arts and Entertainment,40.702803,-73.986893,Dumbo,10013
Saltlands,Performing Arts Venue,40.702532,-73.986926,Dumbo,11201
81 Creative Studio and Gallery,Art Gallery,40.703935,-73.986894,Dumbo,11201
Cuban Art Space,Art Gallery,40.704157,-73.986872,Dumbo,10013
Art in General,Art Gallery,40.703933,-73.986981,Dumbo,11201
Midnight Radio Show,Music Venue,40.702803,-73.980915,Fulton Ferry,11201
Asian American Arts Alliance,Arts and Entertainment,40.704088,-73.986826,Dumbo,11201
Social Cues The Gallery,Concert Hall,40.702912,-73.984286,Dumbo,11201
"Duggal Greenhouse, Brooklyn Navy Yard",Music Venue,40.702406,-73.977627,New York Navy Yard,11205
Dumba,Arts and Entertainment,40.702925,-73.986374,Dumbo,11201
Esports Gaming Club,Internet Cafe,40.702762,-73.986412,Dumbo,10013
Vinegar Hill House's Hillside Cafe at St Ann's Warehouse,Music Venue,40.704002,-73.986417,Dumbo,11201
Croninger Cara,Arts and Entertainment,40.702642,-73.986843,Dumbo,11201
DUMBO Arts Festival,Art Gallery,40.704153,-73.986815,Dumbo,11201
Historical Sculptors,Arts and Entertainment,40.702803,-73.986893,Dumbo,11201
Triangle NYC,Art Gallery,40.704098,-73.986857,Dumbo,11201
Mike Quill Productions,Arts and Entertainment,40.704098,-73.986857,Dumbo,11201
Girl Be Heard,Music Venue,40.704098,-73.986857,Dumbo,11201
Anne Gilman,Arts and Entertainment,40.702693,-73.986976,Dumbo,11201
Weeksville Heritage Center,History Museum,40.67421,-73.925291,Weeksville,11213
BGHS Field,Stadium,40.678195,-73.931503,Crown Heights,11213
New Heights Like Page,Night Club,40.674539,-73.933152,Crown Heights,11213
"Top & Best Indian Astrologer in Newyork, Black Magic Removal",Psychics and Astrologers,40.67218,-73.930664,Weeksville,11213
"Top & Best Indian Astrologer In New York, Black Magic Removal Specialist USA",Psychics and Astrologers,40.67218,-73.930664,Weeksville,11213
Historic Hunterfly Road Houses,Museum,40.674619,-73.926091,Weeksville,11213
Mad World,Night Club,40.675095,-73.901996,Ocean Hill,11207
Red Eye Village,Night Club,40.675121,-73.901037,Ocean Hill,11207
Bi Polar Bar & Lounge,Night Club,40.675393,-73.898867,Broadway Junction,11207
Smack Mellon,Art Gallery,40.703749,-73.989767,Brooklyn Heights,11201
Jane's Carousel,Amusement Park,40.703159,-73.991663,Brooklyn Heights,11201
St Ann's Warehouse,Music Venue,40.704007,-73.986242,Dumbo,11201
Vrbar,Arcade,40.702762,-73.986412,Dumbo,11201
Beat The Bomb,Escape Room,40.703209,-73.983855,Fulton Ferry,11201
Brooklyn Historical Society DUMBO,History Museum,40.70364,-73.991813,Brooklyn Heights,11201
Minus Space,Art Gallery,40.703391,-73.991062,Brooklyn Heights,11201
GK ArtsCenter,Performing Arts Venue,40.703952,-73.986284,Dumbo,11201
Brooklyn Bridge Park Environmental Education Center,Science Museum,40.704087,-73.989256,Downtown,11201
Natchie,Art Gallery,40.703587,-73.991767,Brooklyn Heights,11201
Malula Jewelry,Art Gallery,40.703385,-73.989272,Brooklyn Heights,11201
Brooklyn Arts Council,Art Gallery,40.702787,-73.989467,Brooklyn Heights,11201
Chic Studios NYC,Arts and Entertainment,40.702679,-73.989463,Brooklyn Heights,11201
Dumbo Arts Center,Art Gallery,40.703534,-73.989758,Brooklyn Heights,11201
Art in General,Art Gallery,40.703933,-73.986981,Dumbo,11201
Insideout Project,Art Gallery,40.70407,-73.987903,Dumbo,11201
A.I.R. Gallery,Art Gallery,40.702799,-73.989031,Brooklyn Heights,11201
A.I.R Gallery,Art Gallery,40.703873,-73.987197,Dumbo,11201
81 Creative Studio and Gallery,Art Gallery,40.703935,-73.986894,Dumbo,11201
Film At 11,Arts and Entertainment,40.702803,-73.986893,Dumbo,10013
Saltlands,Performing Arts Venue,40.702532,-73.986926,Dumbo,11201
Land Gallery,Art Gallery,40.702689,-73.991078,Brooklyn Heights,11201
Jay Street Arts Building,Art Gallery,40.703411,-73.98635,Dumbo,11201
Klompching Gallery,Art Gallery,40.703499,-73.991066,Brooklyn Heights,11201
Cuban Art Space,Art Gallery,40.704157,-73.986872,Dumbo,10013
Triangle Arts Association Limited,Art Gallery,40.704098,-73.986857,Dumbo,11201
10 Jay,Art Gallery,40.704637,-73.986878,Dumbo,11201
Colt Coeur Theater Company,Theater,40.704318,-73.986691,Dumbo,11201
Music-Theatre Group,Music Venue,40.704263,-73.986732,Dumbo,11201
White Circle Foundation DUMBO,Art Gallery,40.704117,-73.986159,Dumbo,11201
Rorschach,Exhibit,40.703377,-73.985607,Dumbo,11201
Shepard Fairey Mural,Public Art,40.700816,-73.986597,Downtown Brooklyn,11201
Brooklyn Arts Council,Art Gallery,40.702441,-73.99229,Brooklyn Heights,11201
Old Tobacco Warehouse,Arts and Entertainment,40.703515,-73.992894,Brooklyn Heights,11201
Hello Again Brooklyn,Art Gallery,40.702718,-73.984054,Dumbo,11201
Umbrage Editions,Art Gallery,40.702638,-73.988981,Brooklyn Heights,11201
Bernardo Siciliano,Arts and Entertainment,40.702787,-73.989467,Brooklyn Heights,11201
Marci Mac Guffle,Arts and Entertainment,40.702682,-73.989376,Brooklyn Heights,11201
Art Wise,Art Gallery,40.703957,-73.988073,Downtown Brooklyn,11201
ArtWise,Art Gallery,40.70401,-73.988119,Downtown,11201
Distill Creative,Arts and Entertainment,40.702791,-73.987329,Dumbo,11201
Neandra L. Gallery,Art Gallery,40.702633,-73.987192,Dumbo,11201
Bric Arts Media Bklyn,Art Gallery,40.702814,-73.990472,Brooklyn Heights,11201
Historical Sculptors,Arts and Entertainment,40.702803,-73.986893,Dumbo,11201
Dumbo Psychic Boutique by Natasha,Psychics and Astrologers,40.70253,-73.987013,Dumbo,11201
Psychic Readings by Tiffany,Psychics and Astrologers,40.70253,-73.987013,Dumbo,11201
Psychic Reader Advisor Brooklyn,Arts and Entertainment,40.70253,-73.987013,Dumbo,11201
BoomGen Studios,Arts and Entertainment,40.703983,-73.987114,Dumbo,11211
Mike Quill Productions,Arts and Entertainment,40.704098,-73.986857,Dumbo,11201
Girl Be Heard,Music Venue,40.704098,-73.986857,Dumbo,11201
MRG Fitness Studio,Arts and Entertainment,40.575557,-74.123919,,10306
Art Station,Art Gallery,40.598821,-73.958094,Gravesend,11229
Davidzon Radio,Arts and Entertainment,40.59572,-73.961283,Gravesend,11223
Bennett Sean,Psychics and Astrologers,40.713122,-73.878718,Glendale,11379
Jacques Marchais Museum of Tibetan Art,Art Museum,40.57634,-74.138054,Egbertville,10306
Intrepid Museum,History Museum,40.790377,-73.828771,Malba,11357
The Silver Spoon Hall,Movie Theater,40.679708,-73.894667,Broadway Junction,11207
Teleport City,Arts and Entertainment,40.607995,-73.953397,Gravesend,11229
Bronx Symphony Orchestra,Music Venue,40.855175,-73.862261,Van Nest,10462
Kittymeow Creations,Arts and Entertainment,40.855146,-73.865455,Bronxdale,10462
Latin Zone Management,Arts and Entertainment,40.854862,-73.866013,Bronxdale,10462
Graffiti Universe,Art Gallery,40.868998,-73.858388,Pelham Parkway,10469
Cafe Omar,Music Venue,40.643451,-73.949009,East Flatbush,11226
Underworld Studio,Music Venue,40.64433,-73.946384,East Flatbush,11226
Professor Karamo,Psychics and Astrologers,40.647025,-73.948361,East Flatbush,11226
Astro Sri Sai Shankar,Psychics and Astrologers,40.649375,-73.949149,East Flatbush,11226
Royal Oak Paradise & Goldjam International Cafe & Cuisine,Music Venue,40.643924,-73.951467,East Flatbush,11226
Best Astrologer Love Spell Psychic & Specialist In Black Magic,Psychics and Astrologers,40.650988,-73.949047,East Flatbush,11226
Psychic Spiritual Readings,Psychics and Astrologers,40.65099,-73.949211,East Flatbush,11226
Shaq Lotto Spot,Ticket Seller,40.651119,-73.948431,East Flatbush,11226
The DiMenna Center for Classical Music,Concert Hall,40.756087,-73.99724,Hell's Kitchen,10018
The Shed,Music Venue,40.753075,-74.002843,Chelsea,10001
Avant Gallery,Art Gallery,40.753743,-74.000118,Chelsea,10013
Sean Kelly Gallery,Art Gallery,40.756222,-73.99825,Hell's Kitchen,10018
SIR Stage37,Arts and Entertainment,40.756696,-73.998662,Hell's Kitchen,10018
The Green Room 42,Music Venue,40.759321,-73.995402,Hell's Kitchen,10036
Rosewood Theatre,Night Club,40.757856,-73.999669,Hell's Kitchen,10018
The Wrecking Club,Arts and Entertainment,40.754412,-73.995339,Chelsea,10018
Affirmation Arts,Art Gallery,40.757178,-73.998812,Hell's Kitchen,10018
The Alpha Experience NYC,Arts and Entertainment,40.755779,-73.998669,Hell's Kitchen,10018
Concerts Under The Stars,Music Venue,40.75585,-73.998546,Hell's Kitchen,10018
Parcelle,Music Venue,40.757577,-73.997998,Hell's Kitchen,10018
New Perspective Theater,Music Venue,40.756085,-73.997327,Hell's Kitchen,10018
Warnermedia Screening Room #1,Movie Theater,40.753765,-73.999914,Chelsea,10001
42West,Comedy Club,40.759774,-73.996599,Hell's Kitchen,10036
The McCourt,Theater,40.753133,-74.002715,Chelsea,10001
Signature Studio Theatre,Arts and Entertainment,40.759213,-73.995397,Hell's Kitchen,10036
Cmsvend*Green Fig,Theater,40.759268,-73.995356,Hell's Kitchen,10036
Rupauls Drag Con New York,Music Venue,40.75726,-74.001742,Hell's Kitchen,
Shore Club,Arts and Entertainment,40.756224,-73.998163,Hell's Kitchen,10018
Tranny Strip,Night Club,40.75775,-73.999577,Hell's Kitchen,10010
Marquee Concerts,Arts and Entertainment,40.755905,-73.997975,Hell's Kitchen,10001
Stage Light Magazine,Arts and Entertainment,40.755098,-73.9979,Hell's Kitchen,10001
Jacob K,Music Venue,40.756729,-74.003425,Chelsea,10001
42WESTny,Music Venue,40.759627,-73.996646,Hell's Kitchen,10036
