Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Staten Island Criminal Court,Courthouse,40.625452,-74.083018,Stapleton,10304
Janet Silvers Richmond County Criminal Court,Government Building,40.6254,-74.082973,Stapleton,10304
Stapleton Senior Center,Senior Citizen Service,40.623097,-74.082486,Stapleton,10304
Parkview House Apartments,Residential Building,40.625634,-74.091914,Grymes Hill,10301
Bortin Ben,Church,40.626017,-74.091712,Grymes Hill,10301
Samson,Property Management Office,40.625852,-74.091835,Grymes Hill,10301
"Merryman, William E",Spiritual Center,40.626839,-74.083511,Stapleton,10304
Notre Dame Academy High School,High School,40.627968,-74.089396,Silver Lake,10301
New York City Housing Auth,Community and Government,40.623664,-74.081463,Stapleton,10304
Staten Island Academy,Elementary School,40.594493,-74.10939,Todt Hill,10304
St Francis Friary,Church,40.599467,-74.114431,Stapleton,10304
Our Lady of Zeitoun Church,Spiritual Center,40.59617,-74.111028,Todt Hill,10304
Theater In The Woods Film,Art School,40.596018,-74.112589,Todt Hill,10304
Staten Island Acad Lower School,Primary and Secondary School,40.595071,-74.109893,Todt Hill,10304
Camp Good Grief of Staten Island,Charity,40.59959,-74.10942,Stapleton,10304
Saint Francis Novitiate,Community and Government,40.599465,-74.114518,Stapleton,10304
International Caterers Association,Organization,40.601097,-74.112018,Stapleton,10301
Alcoholism & Substance Abuse,Addiction Treatment Center,40.579698,-74.078174,Midland Beach,10305
Lasalle,Public and Social Service,40.579808,-74.078091,Midland Beach,10305
Self Advocacy Agency,Charity,40.579756,-74.078046,Midland Beach,10305
New York Public Library,Library,40.637567,-74.131194,Port Richmond,10302
Northfield Community Local Development Corporation,Public and Social Service,40.636358,-74.132015,Port Richmond,10302
Mount Calvary Holy Church,Church,40.631751,-74.129162,Port Richmond,10310
House Of Restoration Ministries,Church,40.635054,-74.132395,Port Richmond,10302
P.S.19,Education,40.630941,-74.127297,,10310
P S 19R,Elementary School,40.630786,-74.127073,,10310
Temple Emanu-El,Synagogue,40.632378,-74.133633,Port Richmond,10302
Jewish Temple,Spiritual Center,40.632376,-74.13372,Port Richmond,10302
Our Lady of Mt Carmel,Church,40.634137,-74.124817,,10310
Cyo,Spiritual Center,40.634849,-74.133912,Port Richmond,10302
Elementary Public School 20,Elementary School,40.636611,-74.132592,Port Richmond,10302
CYO Center,Church,40.634726,-74.13443,Port Richmond,10302
Smart Kidz University Daycare,Education,40.632666,-74.134865,Port Richmond,10302
St Philips Baptist Church,Church,40.637724,-74.131331,Port Richmond,10302
El Centro Del Inmigrante,Non-Profit Organization,40.6358,-74.134562,Port Richmond,10302
Amalgamated Transit Union,Organization,40.633528,-74.129193,Port Richmond,10302
Door of Salvation,Spiritual Center,40.634014,-74.131044,Port Richmond,10302
Saint John Lutheran Church,Church,40.631869,-74.130692,Port Richmond,10302
Reach Out and Touch Ministries International,Church,40.635811,-74.130379,Port Richmond,10302
Global Village Initiative,Non-Profit Organization,40.635059,-74.132221,Port Richmond,10302
Julia Music Performing Arts School,Art School,40.630817,-74.129776,Port Richmond,10310
Our Lady of Mt Carmel-St Benedicta School,Education,40.633253,-74.125565,,10310
Amethyst House,Charity,40.635313,-74.132825,Port Richmond,10302
Ministerio Puerta de Refugio - DORM,Church,40.630783,-74.130995,Port Richmond,10302
Door of Refuge Ministries - DORM,Spiritual Center,40.630783,-74.130995,Port Richmond,10302
First Church of God In Christ,Church,40.635659,-74.126233,,10310
Parkside Senior Citizen Apts,Property Management Office,40.636358,-74.132015,Port Richmond,10302
Curtis School,Elementary School,40.630896,-74.12699,,10310
Public School 19,Elementary School,40.630788,-74.126986,,10310
Council of Jewish Organizations of Staten Island,Public and Social Service,40.632378,-74.133633,Port Richmond,10302
"Gan, Isreal",Primary and Secondary School,40.632378,-74.133633,Port Richmond,10302
City of New York,Elementary School,40.630796,-74.126725,,10310
Sussman Gerald Rabbi,Spiritual Center,40.632363,-74.134155,Port Richmond,10302
Catholic Charities,Public and Social Service,40.634729,-74.134342,Port Richmond,10302
New Directions Services,Organization,40.633215,-74.13454,Port Richmond,10302
Cyo Senior Guild Luncheon,Senior Citizen Service,40.634726,-74.13443,Port Richmond,10302
Port Richmond Library,Library,40.637567,-74.131194,Port Richmond,10302
Project Hospitality,Public and Social Service,40.63575,-74.134429,Port Richmond,10302
El Centro De Hospitalidad,Charity,40.63575,-74.134429,Port Richmond,10302
St Mary Orthodox Church,Church,40.637312,-74.132578,Port Richmond,10302
West Shore Little League,Organization,40.630914,-74.151001,Mariners Harbor,10303
4 Angels Day Care,Community and Government,40.630451,-74.152176,Mariners Harbor,10303
St Adalbert School,Elementary School,40.630009,-74.146823,Mariners Harbor,10303
Church Rectory St Aldalberts,Church,40.629691,-74.146635,Mariners Harbor,10303
Saint Adalbert Church,Church,40.629521,-74.146933,Mariners Harbor,10303
Ps 21 Margaret Emery Elm Park,Elementary School,40.631145,-74.14478,Mariners Harbor,10302
Public School 21,Elementary School,40.631247,-74.144732,Mariners Harbor,10302
Studio Club,Organization,40.633636,-74.155693,Mariners Harbor,10303
Creative Learning Clubhouse,Education,40.631679,-74.148724,Mariners Harbor,10303
Eden II Inst,College and University,40.633567,-74.148674,,10303
Eden II School For Autistic Children,Primary and Secondary School,40.633677,-74.148591,,10303
Iglesia Poder Y Fuego Del Altisimo,Church,40.633893,-74.146255,Mariners Harbor,10303
Glory of God International Church,Church,40.633228,-74.154891,Mariners Harbor,10303
Nigerian American Community Association,Organization,40.628854,-74.149562,Mariners Harbor,10303
St Adalbert's Parish Center,Education,40.629571,-74.147066,Mariners Harbor,10303
RCCG Covenant Chapel,Church,40.633596,-74.155212,Mariners Harbor,10303
Jehovah's Witnesses,Church,40.630973,-74.145164,Mariners Harbor,10302
Ahrc,Disabled Persons Service,40.635628,-74.153861,Mariners Harbor,10303
Volunteers of America-Greater New York,Community and Government,40.635623,-74.154035,Mariners Harbor,10303
City Of New York,Primary and Secondary School,40.631365,-74.144615,Mariners Harbor,10302
Mariners Harbor Yacht Club,Organization,40.641168,-74.171183,Arlington,10303
Church of Christian Soldiers,Church,40.636887,-74.170127,Arlington,10303
United States Postal Service,Post Office,40.614363,-74.12294,,10314
Fdny,Fire Station,40.613045,-74.120009,Castleton Corners,10314
St Teresa R.C. Church,Church,40.61237,-74.117193,Castleton Corners,10314
St Teresa's School,Education,40.613257,-74.118232,Castleton Corners,10314
Ps 29 Bardwell School,Elementary School,40.613801,-74.116121,Castleton Corners,10314
Faith Community Church,Church,40.612841,-74.121525,Castleton Corners,10314
Victory Music Studio,Music School,40.612713,-74.122217,Castleton Corners,10314
Manor Rd Food,Government Building,40.613354,-74.122418,Castleton Corners,10314
St John Lutheran School,Church,40.610913,-74.121096,Castleton Corners,10314
Staten Island Chinese Christian Church,Church,40.609383,-74.11807,Castleton Corners,10314
Fairview Cemetery,Cemetery,40.61269,-74.12496,Castleton Corners,10314
Castleton Hill Moravian Preschool,Child Care Service,40.61361,-74.119075,Castleton Corners,10314
St Teresa Of The Infant Jesus's Church,Church,40.613149,-74.118228,Castleton Corners,10314
St Teresa's Church,Church,40.613207,-74.1181,Castleton Corners,10314
St Teresa Parish CCD Office,Church,40.613209,-74.118013,Castleton Corners,10314
Market Place Divine Healing Center,Church,40.612948,-74.12153,Castleton Corners,10314
Ellen Comis Ministries,Church,40.612948,-74.12153,Castleton Corners,10314
Jonah's Ark Pre-School/Day Care,Preschool,40.615092,-74.120008,Castleton Corners,10314
AAAA Driving Sch-Staten Is,Driving School,40.613249,-74.122326,Castleton Corners,10314
PTA of PS 29,Organization,40.613818,-74.116066,Castleton Corners,10314
General Conference Of Seventh-Day Adventists,Spiritual Center,40.611602,-74.121517,Castleton Corners,10314
St John's Lutheran Church,Church,40.611066,-74.121407,Castleton Corners,10314
American Postal Workers Union,Organization,40.61436,-74.123027,,10314
Youngstartup Ventures,Organization,40.613212,-74.123632,Castleton Corners,10314
Democratic Committee of Richmond County,Non-Profit Organization,40.613212,-74.123632,Castleton Corners,10314
Elim Christian Assembly,Church,40.615324,-74.123241,,10314
Callet Jerome,Music School,40.61127,-74.123724,Castleton Corners,10314
The Foresight School,Primary and Secondary School,40.592767,-74.162523,New Springville,10314
Federation of Catholic Teachers,Organization,40.594355,-74.16159,New Springville,10314
Immanuel Lutheran Church,Church,40.598407,-74.16307,,10314
Blessed Hands Rehabilitation,Rehabilitation Center,40.595184,-74.160885,New Springville,10314
Daughters Of Our Lady-The Gdn,Monastery,40.597491,-74.166819,New Springville,10314
Staten Island Council-Churches,Spiritual Center,40.598404,-74.163157,,10314
Jimmy Hoffa Final Resting Place,Cemetery,40.585188,-74.191933,,10314
Department of Motor Vehicles,Government Department / Agency,40.588963,-74.191749,Chelsea,10314
Parisi Speed School,Elementary School,40.586188,-74.194588,Chrome,10314
Staten Island Sanitation Department,Environmental Organization,40.589158,-74.194326,Chelsea,10314
CDL Auto Club,Driving School,40.590457,-74.192249,Chelsea,10314
New York Public Library,Library,40.571855,-74.112057,New Dorp,10306
Crossroads Church,Church,40.573267,-74.115424,New Dorp Beach,10306
Plateman,Government Department / Agency,40.573645,-74.115396,New Dorp,10306
The Academy NYC - A Paul Mitchell Partner School,Education,40.573289,-74.114641,New Dorp,10306
New Dorp Baptist Church,Church,40.571571,-74.114482,New Dorp,10306
Democratic County Committee,Organization,40.574026,-74.117153,New Dorp,10306
New Dorp Christian Academy,Private School,40.571563,-74.114743,New Dorp,10306
You Can Drive It,Driving School,40.572726,-74.113617,New Dorp,10306
Modest Community Services,Public and Social Service,40.574866,-74.116013,,10306
Our Lady Queen of Peace Roman,Church,40.575192,-74.117811,New Dorp,10306
Congress Michael Grimm,Government Department / Agency,40.572628,-74.113264,New Dorp,10306
Our Lady Queen Of Peace School,Elementary School,40.576102,-74.11798,,10306
Kids Art,Art School,40.573058,-74.117112,,10306
Modest Community Services Assocation,Public and Social Service,40.572833,-74.117451,,10306
American Foundation For Disabled Children,Public and Social Service,40.572833,-74.117451,,10306
Southern Baptist Convention,Church,40.573102,-74.115547,New Dorp Beach,10306
Computer Hospital,Education,40.573856,-74.11745,,10306
Academy Of Cosmetology And Esthetics Nyc,College and University,40.573289,-74.114641,New Dorp,10306
Carmine-Robert Desantis,Non-Profit Organization,40.573292,-74.114554,Grant City,10306
A Group of Citizen of Newdorp,Organization,40.574321,-74.118123,New Dorp,10306
Christ Center Tabernacle Ministry,Spiritual Center,40.574753,-74.116182,,10306
Training Institute for Medical Emergencies and Rescue,Education,40.574868,-74.115926,,10306
Rep Grimm,Organization,40.572518,-74.113347,New Dorp,10306
Representative Dan Donovan,Government Department / Agency,40.572518,-74.113347,New Dorp,10306
Healthcare Medical PC,Organization,40.573991,-74.112668,New Dorp,10306
Rain X Roofing,Organization,40.56909,-74.116511,,10306
Drama Kids International,Education,40.571429,-74.111865,New Dorp,10306
Archdiocese of New York,Spiritual Center,40.576102,-74.11798,,10306
Durkin,Public and Social Service,40.571979,-74.111453,New Dorp,10306
Richmond Learning Center,Tutoring Service,40.576083,-74.118675,,10306
Catholic Guardian Soc Group Homes,Church,40.572034,-74.111412,New Dorp,10306
TG Piano Lessons,Music School,40.576447,-74.117211,New Dorp,10306
T W Finnerty Property Management,Property Management Office,40.575351,-74.11216,Grant City,10306
Oakwood Hgts Community Church,Church,40.559467,-74.117935,,10306
Congregation Toras Emes,Organization,40.559253,-74.125496,,10306
Public School 50,Elementary School,40.561481,-74.124763,,10306
Calmare Pain Relief Solutions,Rehabilitation Center,40.559755,-74.122994,,10306
United Cerebral Palsy,Organization,40.559733,-74.119947,,10306
AARP,Community and Government,40.559082,-74.118223,,10306
Oakwood Heights Nursery School,Elementary School,40.55958,-74.117765,,10306
New York Public Library,Library,40.552441,-74.151093,Great Kills,10308
United States Postal Service,Post Office,40.550938,-74.150942,Great Kills,10308
Great Kills Moravian Church,Church,40.54933,-74.148829,Great Kills,10308
Knights of Columbus,Organization,40.550495,-74.149488,Great Kills,10308
Christ Lutheran Church,Church,40.548057,-74.148166,Great Kills,10308
Staten Island School of Rock,Music School,40.551008,-74.15038,Great Kills,10308
St Clare's Basketball Program,Church,40.546975,-74.150251,Great Kills,10308
P.S 8,Education,40.547424,-74.151932,Great Kills,10308
Archangel Michael and Saint Mena Coptic Orthodox Church,Church,40.549641,-74.153018,Great Kills,10308
Children's Home Intervention Program,Public and Social Service,40.549538,-74.150969,Great Kills,10308
Pass Program,Public and Social Service,40.550598,-74.150136,Great Kills,10308
Columbiettes,Spiritual Center,40.550761,-74.149629,Great Kills,10308
Communication Workers,Organization,40.550866,-74.149721,Great Kills,10308
Pregnancy Care Center of NY,Non-Profit Organization,40.551431,-74.148788,Great Kills,10308
Pallata Art Studio,Art School,40.549121,-74.152387,Great Kills,10308
Ps8 PTA,Community and Government,40.547643,-74.151367,Great Kills,10308
St Clare's Religious Education Centre,Religious School,40.546927,-74.150032,Great Kills,10308
Public School 8,Elementary School,40.547565,-74.15219,Great Kills,10308
Coptic Orthodox Chr-Arch,Church,40.549636,-74.153192,Great Kills,10308
Staten Island Community Services Nursery School,Preschool,40.552431,-74.14957,Great Kills,10308
Staten Island Community Svces Friendship Clubs Great Kills,Public and Social Service,40.552431,-74.14957,Great Kills,10308
Staten Island Community Svces Friendship Club Transportation,Senior Citizen Service,40.552431,-74.14957,Great Kills,10308
Great Kills Friendship Club,Preschool,40.552486,-74.149529,Great Kills,10308
Staten Island Comm Service,Community and Government,40.552541,-74.149488,Great Kills,10308
Archdiocese of New York,Spiritual Center,40.546585,-74.150713,Great Kills,10308
Apts Hillcrest,Property Management Office,40.546263,-74.15257,,10308
United States Postal Service,Post Office,40.544894,-74.162776,,10312
Bethel Evangelical Free Church,Church,40.542203,-74.164618,,10312
Senator Andrew J Lanza,Government Department / Agency,40.544241,-74.16488,Annadale,10312
