,Venue,Category,Latitude_x,Longitude_x,Neighborhood,ZIP,Borough,Longitude_y,Latitude_y
4318,NYPD District Surgeon,Doctor's Office,40.735005,-73.862674,Lefrak City,11368,Queens,-73.8625247141374,40.736074570830795
4319,Queens Health Medical Center/Woman's Medical Center,Doctor's Office,40.734691,-73.864365,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4320,Rego Park Medical,Physician,40.734781,-73.865067,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4321,Northwell Health-GoHealth Urgent Care,Health and Medicine,40.73724,-73.859699,Lefrak City,11368,Queens,-73.8625247141374,40.736074570830795
4322,NYPD Medical Division,Medical Center,40.73446,-73.864968,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4323,Advanced Pediatrics PC,Pediatrician,40.734979,-73.865772,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4324,NewYork-Presbyterian Medical Group Brooklyn - Orthopedics,Orthopedic Surgeon,40.735618,-73.866058,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4325,"Xinqi Xu, MD",Family Medicine Doctor,40.735355,-73.86583,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4326,Hollywood Orthodontics,Dentist,40.734288,-73.865354,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4327,Babu S Bangaru,Pediatrician,40.734914,-73.866163,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4328,Sure Medical Care,Ophthalmologist,40.73455,-73.865669,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4329,Paradigm OB/GYN Services,Obstetrician Gynecologist (Ob-gyn),40.734486,-73.86606,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4330,Hertzel Sure,Physician,40.73449,-73.865885,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4331,"Dr.P Paul Jarrahy M.D.,F.A.C.O.G",Doctor's Office,40.735277,-73.866744,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4332,R.T. Physical Therapy and Rehabilitation,Physical Therapy Clinic,40.733046,-73.861249,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4333,Dr Bloom,Doctor's Office,40.733046,-73.861249,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4334,"Stephanie Buck-Haskin, MD",Obstetrician Gynecologist (Ob-gyn),40.733099,-73.861294,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4335,Paramount Dentistry,Dentist,40.733046,-73.861249,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4336,Queens Arthroscopy And,Orthopedic Surgeon,40.733046,-73.861249,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4337,Craig L Tischler,Dentist,40.732991,-73.86129,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4338,Deepak Nanda,Obstetrician Gynecologist (Ob-gyn),40.7333,-73.859774,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4339,Doctors Medical Care,Medical Center,40.734795,-73.866595,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4340,JCPenney Optical,Optometrist,40.734706,-73.867547,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4341,Physical Therapy Care NY,Health and Medicine,40.734747,-73.866375,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4342,Spiritual Air Connection,Health and Medicine,40.736503,-73.863165,Lefrak City,11368,Queens,-73.8625247141374,40.736074570830795
4343,Lefrak City Family Care PC,Family Medicine Doctor,40.735864,-73.86074,Lefrak City,11368,Queens,-73.8625247141374,40.736074570830795
4344,Saint Mary Physical Therapy PC,Physical Therapy Clinic,40.734781,-73.865067,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4345,"Weissman Harold MD - Weissman Harold, MD",Family Medicine Doctor,40.734781,-73.865067,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4346,Songhorian Mehri,Neurologist,40.734937,-73.865291,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4347,Beautiful Smiles By Your Dentist PC,Dentist,40.734087,-73.860632,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4348,Jhaveri Krishna K,Physician,40.734405,-73.865009,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4349,"Shalom, Elana, PA",Health and Medicine,40.734729,-73.865418,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4350,Dental Specialists,Dentist,40.734979,-73.865772,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4351,Skin Deep Clinics,Medical Center,40.735183,-73.866216,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4352,Zia Ahmed MD,Neurologist,40.735128,-73.866258,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4353,Prestige Dental,Dentist,40.735552,-73.866536,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4354,Reuven Toker,Physical Therapy Clinic,40.733099,-73.861294,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4355,Summit Dental,Dentist,40.733099,-73.861294,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4356,Bio-Reference Laboratories,Medical Lab,40.734855,-73.866379,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4357,"Rondai Evans, MD",Ophthalmologist,40.73422,-73.865919,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4358,Benjamin Ziegler DDS,Dentist,40.733046,-73.861249,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4359,Women's Healthcare PC,General Surgeon,40.73303,-73.861175,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4360,Lao & Sabogal,Pediatrician,40.7348,-73.866421,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4361,CDS Pc,Dentist,40.734798,-73.866508,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4362,Rj Physical Therapy,Physical Therapy Clinic,40.73469,-73.866504,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4363,Yiling Huang,Internal Medicine Doctor,40.73619,-73.866908,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4364,Soma Pediatric Dentistry,Dentist,40.736713,-73.867539,Lefrak City,11373,Queens,-73.8625247141374,40.736074570830795
4365,Forest Hills Oral Surgery,Dentist,40.725471,-73.84552,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4366,Queens Comprehensive Dental,Dentist,40.727153,-73.84724,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4367,"Evan Mondshine DDS, PC",Dentist,40.72604,-73.846457,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4368,Dr Griesner,Dentist,40.723433,-73.845097,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4369,Urology Office of Dr Shusterman,Doctor's Office,40.724202,-73.846493,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4370,Dr R. Reiss,Doctor's Office,40.724303,-73.846918,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4371,Foot and Ankle Center of New York,Podiatrist,40.723621,-73.846152,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4372,Dr Zivari DDS,Dentist,40.724186,-73.847263,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4373,"Lee Schwartz, DDS",Dentist,40.724826,-73.847548,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4374,Dr. Andrew Fundo - Joy of Smile Dentistry,Dentist,40.722811,-73.844115,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4375,"Ear, Nose and Throat Associates of New York, PC",Physician,40.722408,-73.845104,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4376,Claude D Wolgel MD,Doctor's Office,40.722759,-73.84612,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4377,Renaissance Dental,Dentist,40.723792,-73.847904,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4378,Forest Hills Pediatric Group,Pediatrician,40.722641,-73.842363,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4379,Continental Professional Offices,Doctor's Office,40.722353,-73.845145,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4380,Eye Q Optical,Ophthalmologist,40.723888,-73.848344,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4381,Braunschweig Dentistry,Dentist,40.722068,-73.843651,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4382,Dr Strober,Dentist,40.722068,-73.843651,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4383,"Cheirif Simon, DDS",Dentist,40.723013,-73.848836,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4384,Kids Only Dental,Dentist,40.723013,-73.848836,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4385,SINY Dermatology & Cosmetic Surgery,Doctor's Office,40.721737,-73.84185,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4386,"Charles C. Kleinberg, MD, FAAD",Dermatologist,40.72157,-73.842062,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4387,Fromer Eye Centers,Health and Medicine,40.721737,-73.84185,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4388,MK Vision Center,Optometrist,40.720856,-73.844655,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4389,Boris Gershteyn,Chiropractor,40.723001,-73.849272,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4390,GoHealth Urgent Care,Urgent Care Center,40.725563,-73.850325,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4391,Integrated Neurological Associates,Neurologist,40.723077,-73.848445,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4392,Anna Fieldman MD,Obstetrician Gynecologist (Ob-gyn),40.7223,-73.8451,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4393,Forest Hills Orthodontic Associates,Dentist,40.724632,-73.844617,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4394,Kanarek Jack I MD - Reiss Kanarek & Charnes MDS,Health and Medicine,40.72453,-73.84649,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4395,Advanced Urology Institute,Health and Medicine,40.724263,-73.846349,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4396,Localfootdoc,Health and Medicine,40.723734,-73.845981,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4397,Baron Michael DDS,Dentist,40.725,-73.847074,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4398,Waldemar Majdanski DPM,Podiatrist,40.723619,-73.846239,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4399,Debora Zivari,Dentist,40.72419,-73.847089,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4400,Joseph Danny,Dentist,40.727102,-73.847107,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4401,Orgel Ira DDS,Dentist,40.724324,-73.848185,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4402,Family Foot Care Surgery,Podiatrist,40.7223,-73.8451,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4403,Braunschweig Ralph J,Dentist,40.722066,-73.843738,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4404,Young Adult Institute,Mental Health Service,40.728435,-73.843532,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4405,Quan San Wang,Alternative Medicine Clinic,40.723077,-73.848445,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4406,Nektalov Health & Total Body Weight Loss,Nutritionist,40.722003,-73.84199,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4407,Senior Bridge Family Ny,Nursing Home,40.722863,-73.84835,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4408,All Care Animal Clinic,Veterinarian,40.724668,-73.849463,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4409,Kouzougian Edouard DMD,Dentist,40.721441,-73.844982,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4410,Arlin Telfeian,General Surgeon,40.721294,-73.844409,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4411,"Boris Arbitman, DDS - Smiles Perfected Orthodontics",Dentist,40.723013,-73.848836,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4412,Advance Therapeutic Care Physical Therapy,Physical Therapy Clinic,40.722435,-73.848247,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4413,Queens Mental Health Center,Mental Health Clinic,40.722413,-73.840739,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4414,Larchmont Oral Surgery,Dentist,40.723435,-73.8492,Forest Hills,11375,Queens,-73.84447500788983,40.72526378216503
4415,Lawrence Blum MD,Optometrist,40.707146,-73.834691,Forest Hills,11415,Queens,-73.84447500788983,40.72526378216503
4416,New Homestead Home For Adults,Assisted Living Service,40.709288,-73.831103,Forest Hills,11415,Queens,-73.84447500788983,40.72526378216503
4417,Perlmutter Cancer Center at NYU Langone Ambulatory Care Rego Park,Medical Center,40.729186,-73.85827,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4418,Mobile Health,Medical Center,40.729182,-73.858445,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4419,Hollywood Smile Dental,Dentist,40.728522,-73.858944,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4420,Long Island Consultation Center,Mental Health Clinic,40.729611,-73.858548,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4421,Rego Park Healthcare Alliance-Physical Therapy and Chiropractic Care,Physical Therapy Clinic,40.729521,-73.857846,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4422,Dr Albina Polt. AP Dental Care PC,Dentist,40.729426,-73.855267,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4423,BNV Homecare Agency,Home Health Care Service,40.729329,-73.861069,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4424,Crystal Ray Medical PC,Neurologist,40.730038,-73.86079,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4425,Lil Pearls Pediatric Dentistry,Dentist,40.726291,-73.859692,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4426,Mount Sinai Doctors Forest Hills,Assisted Living Service,40.727461,-73.854104,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4427,Garden Ob/Gyn at Forest Hills,Obstetrician Gynecologist (Ob-gyn),40.726647,-73.860535,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4428,North Shore LIJ Forest Hills Hospital Medical Library,Hospital,40.728818,-73.853761,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4429,Malakov Robert Dr,Doctor's Office,40.7268,-73.854604,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4430,Comprehensive Counseling LCSWs,Mental Health Service,40.726812,-73.854168,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4431,Doctor Monique Meze,Doctor's Office,40.730271,-73.858048,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4432,Global Rehabilitation Medical PC,Physical Therapy Clinic,40.727177,-73.856713,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4433,Elite Dental,Dentist,40.730706,-73.857889,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4434,Bley Leonard M MD,Health and Medicine,40.728828,-73.857515,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4435,Mayya Munarova,Obstetrician Gynecologist (Ob-gyn),40.728773,-73.857557,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4436,Nyu Langone Medical Center,Medical Center,40.729074,-73.858441,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4437,Coram Healthcare,Home Health Care Service,40.729127,-73.858486,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4438,Mobile Health - Occupational Health & Drug Testing,Health and Medicine,40.729127,-73.858486,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4439,Coram CVS Specialty Infusion Services,Home Health Care Service,40.729125,-73.858574,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4440,Boxer Michael A MD,Physician,40.728616,-73.859472,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4441,Acqc,Healthcare Clinic,40.729476,-73.85959,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4442,Dental Solutions,Dentist,40.729638,-73.859553,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4443,PlayWorks Pediatric Therapy OT PT SLP,Physical Therapy Clinic,40.729355,-73.855919,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4444,Global Rehabilitation Medical PC,Physician,40.727432,-73.85729,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4445,Merakov Solomon - Eyerest Optical,Optometrist,40.729997,-73.856117,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4446,Park Avenue Urologic Consultants,General Surgeon,40.728775,-73.855418,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4447,AestheticSolutionsNY,Health and Medicine,40.72793,-73.85562,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4448,Ready Set Grow Pediatric Occupational Therapy,Physical Therapy Clinic,40.727584,-73.85974,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4449,AP Dental Care PC,Dentist,40.72927,-73.855043,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4450,Khaimov Rifik Dr,Pediatrician,40.729378,-73.855047,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4451,Daysi Baez MD,Family Medicine Doctor,40.730272,-73.8601,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4452,Pediatric Medical Office,Physician,40.727308,-73.855845,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4453,Maria Supnet Gozun,Dentist,40.727308,-73.855845,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4454,"Felix Cohen, MD",Plastic Surgeon,40.727308,-73.855845,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4455,Trylon Vet Care,Veterinarian,40.727711,-73.854855,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4456,Swan Dental Laboratory,Dentist,40.729105,-73.86141,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4457,Dr Marguerita Gonzales,Obstetrician Gynecologist (Ob-gyn),40.726697,-73.860667,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
4458,Friedmutter Martin Psychlgst,Psychologist,40.726963,-73.854566,Forest Hills,11374,Queens,-73.84447500788983,40.72526378216503
